image_path,label,width,height,image_hash,duplicate
./dataset/homophobic jokes meme offensive/Image_14.jpg,1,600,600,2a6611fd3df8a4962a7af5d493722940,0
./dataset/homophobic jokes meme offensive/Image_6.jpeg,1,1440,1422,f71c5b8091dae30edac416f12dfef7ae,1
./dataset/homophobic jokes meme offensive/Image_16.jpg,1,736,736,0a0cc3a5fd42e13c6a5c289c8110b9e7,1
./dataset/homophobic jokes meme offensive/Image_17.jpg,1,736,981,d6730f2faeca7b71c59d0284a18a2823,1
./dataset/homophobic jokes meme offensive/Image_13.jpg,1,451,577,5c04f4782944f50382a292a05eb79a4b,0
./dataset/homophobic jokes meme offensive/Image_12.jpg,1,760,955,7392b5d3480a8612ebb0b6f225723a37,1
./dataset/homophobic jokes meme offensive/Image_10.jpg,1,700,368,31bfe55648c5deed357ce2755c493626,1
./dataset/homophobic jokes meme offensive/Image_11.jpg,1,940,704,897241f24ee8ee8665b7a0c16e0e7c3c,1
./dataset/homophobic jokes meme offensive/Image_9.jpg,1,1080,1080,faab607b3ad7b7dd7f26c71ac8f4ddf3,1
./dataset/homophobic jokes meme offensive/Image_2.png,1,1520,1023,4592edafbe33883bc878c42b0281be41,0
./dataset/homophobic jokes meme offensive/Image_3.jpg,1,760,719,f810bf2083c28b99e422a533096c9285,0
./dataset/homophobic jokes meme offensive/Image_1.jpg,1,931,524,cd9f3be909678ef2e3c30ae0d1f55d1b,1
./dataset/homophobic jokes meme offensive/Image_7.jpg,1,1200,798,11324dcc06521a7c7a84aa8fb9135d1f,1
./dataset/homophobic jokes meme offensive/Image_20.png,1,480,450,0b3af533ce4279de401ddd2084abda75,1
./dataset/homophobic jokes meme offensive/Image_8.jpeg,1,449,799,fa538c6275674e001583dd20c04fbbe2,0
./dataset/homophobic jokes meme offensive/Image_5.jpeg,1,640,704,b7c2467c9f593548ce1720ee0dd6ea11,1
./dataset/homophobic jokes meme offensive/Image_19.jpg,1,700,791,bc8259c24d3f6047c1a207d8e792b322,1
./dataset/homophobic jokes meme offensive/Image_18.jpg,1,685,464,b81ab51dd2937f1a0cf45aadad20e6db,1
./dataset/antisocial behavior meme offensive/Image_15.jpg,1,700,319,eda058789a60d02709cd49068ea141cb,0
./dataset/antisocial behavior meme offensive/Image_14.jpg,1,700,471,5b3ab28330f7f3450f8f718db5137d5e,0
./dataset/antisocial behavior meme offensive/Image_16.jpg,1,700,349,6f373e5719dbd411c477eddb8e978493,0
./dataset/antisocial behavior meme offensive/Image_17.jpg,1,700,319,c77f79c88c1855ae22c6fd8b844e74e9,0
./dataset/antisocial behavior meme offensive/Image_13.jpg,1,700,797,68f1f14d2319c1a484434d236a465e65,0
./dataset/antisocial behavior meme offensive/Image_12.jpg,1,700,868,ed5bf15e53b7dc49e162d79dd0be1c4e,0
./dataset/antisocial behavior meme offensive/Image_10.jpg,1,700,700,4e6a266834366a9d71a6bad5ff24a4bd,0
./dataset/antisocial behavior meme offensive/Image_11.jpg,1,700,629,c5e057e566468daf7bb54967bd4cfef3,0
./dataset/antisocial behavior meme offensive/Image_8.jpg,1,700,794,6beacbae0bf6a444b49378957e8e6318,0
./dataset/antisocial behavior meme offensive/Image_9.jpg,1,700,689,836ac015e8c205dac81ecf926e1f4e2e,0
./dataset/antisocial behavior meme offensive/Image_2.jpg,1,700,685,61cde88c64aa969f4db3d95ad04d3ecd,0
./dataset/antisocial behavior meme offensive/Image_3.jpg,1,700,575,2de156535833a999493fd96548a2b39f,0
./dataset/antisocial behavior meme offensive/Image_1.jpg,1,700,815,84058cdff1a64fa3a6cf43611776d968,0
./dataset/antisocial behavior meme offensive/Image_4.jpg,1,700,702,026f214d042cf6001b3aef4610b5ed54,0
./dataset/antisocial behavior meme offensive/Image_5.jpg,1,700,694,cce6b0f1d490acb4f1432346c4d7c700,0
./dataset/antisocial behavior meme offensive/Image_7.jpg,1,700,821,73f3c279e9ae2f675bd713de8c848973,0
./dataset/antisocial behavior meme offensive/Image_6.jpg,1,700,700,8d6a711e67e1f6ef2033c7e497a6db34,0
./dataset/antisocial behavior meme offensive/Image_20.jpg,1,700,700,31673e5777b7972ca99ed5fb97a89c24,0
./dataset/antisocial behavior meme offensive/Image_19.jpg,1,700,448,ad416553ef8fd9912f3752ca8adb9a14,0
./dataset/antisocial behavior meme offensive/Image_18.jpg,1,700,288,49ac30edb6b43ce5d6429a2c305cb5c8,0
./dataset/abortion debate meme offensive/Image_14.jpg,1,460,480,b4a8d91cdb7ab660bc6ace3440eb9a6e,0
./dataset/abortion debate meme offensive/Image_3.gif,1,664,608,0b02b6b893752da15fe440a3994eedb9,0
./dataset/abortion debate meme offensive/Image_16.jpg,1,1024,1008,7a08b76903c17a7a26f88808b3230f0d,0
./dataset/abortion debate meme offensive/Image_17.jpg,1,261,508,de6bed1c88caf78f6a6e2ca157878de9,0
./dataset/abortion debate meme offensive/Image_13.png,1,960,960,db56bb10cb3d206b4d2d46b4a8574619,0
./dataset/abortion debate meme offensive/Image_12.jpg,1,414,377,77f94fa10178a55bad0585fe53e0a82e,0
./dataset/abortion debate meme offensive/Image_10.jpg,1,1241,698,945fb98927b900d7a73e259a0e11bf36,0
./dataset/abortion debate meme offensive/Image_11.jpg,1,614,614,dee9bf840c0c80ce7b1c31e2047db315,0
./dataset/abortion debate meme offensive/Image_15.jpeg,1,635,1376,887bb68a650a6d7701c2583a9c345b0d,0
./dataset/abortion debate meme offensive/Image_8.jpg,1,640,614,c57f616e3b0e0264334f6cda7b771f35,0
./dataset/abortion debate meme offensive/Image_9.jpg,1,1080,1080,a7b2011eead44803d672830302f08932,0
./dataset/abortion debate meme offensive/Image_19.jpeg,1,640,640,68f7e971cc97f89048428a9e72147ad1,0
./dataset/abortion debate meme offensive/Image_18.jpeg,1,896,1430,f59b128b17a78024daa181fa075562f6,0
./dataset/abortion debate meme offensive/Image_2.jpg,1,760,570,82d4fd8a83e43835efd2bfbaadb3156a,0
./dataset/abortion debate meme offensive/Image_1.jpg,1,1200,1200,5930e4f339e9fb5a9ee4fd260c4bd7d1,0
./dataset/abortion debate meme offensive/Image_4.jpg,1,600,1067,8423348d60d6f427395bd5d21695a56b,0
./dataset/abortion debate meme offensive/Image_5.png,1,550,614,36a7ab8a36bdb90c7d57f597d288cc87,0
./dataset/abortion debate meme offensive/Image_7.jpg,1,1000,1000,6e3d0c24ca3379484209dee279590ea2,0
./dataset/abortion debate meme offensive/Image_6.jpg,1,615,409,5f96c8e6cbda2c4da2bbce7c7c8c848a,0
./dataset/abortion debate meme offensive/Image_20.png,1,500,588,67d2722d91ba96efd80da768972614d1,0
./dataset/terrorist attacks meme offensive/Image_13.jpg,1,523,283,f8365180de69f4435bc65c55abbab546,0
./dataset/terrorist attacks meme offensive/Image_18.jpeg,1,1080,904,aeb2e54866862c5f443e9460396aa1f1,0
./dataset/terrorist attacks meme offensive/Image_20.jpeg,1,1044,1280,6bb0711876c0cd7165d12ad082a9e812,1
./dataset/terrorist attacks meme offensive/Image_7.jpg,1,940,480,6cc98c0447834d5be2db033221c31f2f,0
./dataset/terrorist attacks meme offensive/Image_19.jpg,1,709,709,051e36eab0aaa68613654f5105ddae25,0
./dataset/graphic violence meme offensive/Image_2.jpg,1,626,600,2497c61125407df1261606844969e2c2,1
./dataset/graphic violence meme offensive/Image_4.jpg,1,463,600,063ad7dc28dad9c54bd86d3161757805,1
./dataset/graphic violence meme offensive/Image_20.jpg,1,720,709,2c2fba105bd4bc0fc1cddda470084652,0
./dataset/graphic violence meme offensive/Image_9.jpeg,1,1280,1051,197ed668e85f37d9b0a264b9b6d0814e,1
./dataset/graphic violence meme offensive/Image_19.jpg,1,1672,1674,49c251114df2fa342fd2022ea5ba6ebd,0
./dataset/graphic violence meme offensive/Image_18.jpg,1,481,501,3013374f46ac42b208b33b6eb164d11b,1
./dataset/transgender jokes meme offensive/Image_15.jpg,1,500,720,cdbf843aba4fd6f88716befd035a05e3,0
./dataset/transgender jokes meme offensive/Image_14.jpg,1,1000,911,1c5a1378f11cfa4f7de01fb6c6a3e875,1
./dataset/transgender jokes meme offensive/Image_16.jpg,1,670,426,6b1e1096a4a65d31c26858ae596cc926,0
./dataset/transgender jokes meme offensive/Image_17.jpg,1,700,368,585191de531d9924eee848fac26958f3,1
./dataset/transgender jokes meme offensive/Image_11.png,1,859,819,f2f33463abf64e0ab4bf8a9a3c0873a2,1
./dataset/transgender jokes meme offensive/Image_8.png,1,591,264,83cd5a75c4aa382fbdc958a2dad17b3c,0
./dataset/transgender jokes meme offensive/Image_9.jpg,1,577,576,41ea2aea598b3726b009a94eb29031f1,0
./dataset/transgender jokes meme offensive/Image_2.jpg,1,700,394,bda0c4a36e97a8b13099038638f672a3,0
./dataset/transgender jokes meme offensive/Image_4.jpg,1,600,520,187249a4407620a2e045cc586f1a85b1,0
./dataset/transgender jokes meme offensive/Image_20.jpeg,1,1328,1065,0106a96f6a41bc94752712debff36890,0
./dataset/transgender jokes meme offensive/Image_5.png,1,589,326,2cbb3abbad123b0e515b867739e41b74,0
./dataset/transgender jokes meme offensive/Image_7.png,1,602,324,a24fa203bca8a18314049cb105a79f5f,0
./dataset/transgender jokes meme offensive/Image_6.png,1,599,681,b0f6d4610f0a13ecbbcbd3bdd7f0855d,0
./dataset/transgender jokes meme offensive/Image_18.jpg,1,780,1005,9b3d2b131beee274c32caf227f158529,1
./dataset/anti-vaccine meme offensive/Image_15.jpg,1,976,549,31e1bcee211696d5bdaf4fe2fb37d892,0
./dataset/anti-vaccine meme offensive/Image_14.jpg,1,463,526,fb2f6ccae51f3cc5d51114e71a3f40b4,0
./dataset/anti-vaccine meme offensive/Image_16.jpg,1,640,480,40b2eac0b992162d8c2b326ae7a0f865,0
./dataset/anti-vaccine meme offensive/Image_17.jpg,1,960,541,a3c37a24616f3afc826fe4a8cc4d0da1,0
./dataset/anti-vaccine meme offensive/Image_13.jpg,1,1200,630,b82eae74ef4c57db9556a9b15dd425b4,0
./dataset/anti-vaccine meme offensive/Image_2.webp,1,976,976,c82aba7c8050733879d53e21e393b2d8,0
./dataset/anti-vaccine meme offensive/Image_12.jpg,1,500,521,4eb5751034c659c4be9d88af5a36106b,0
./dataset/anti-vaccine meme offensive/Image_10.png,1,320,462,6d5c1945b10990f82b82b88d219c8373,0
./dataset/anti-vaccine meme offensive/Image_11.png,1,1950,1101,1eb1ad184ea1df9a798a4e3ba90285c8,0
./dataset/anti-vaccine meme offensive/Image_8.jpg,1,500,483,5147be247a6461ad299d8bd686d810f9,0
./dataset/anti-vaccine meme offensive/Image_9.jpg,1,700,818,3ef8cbd8327a78e76fc11101d822fd47,0
./dataset/anti-vaccine meme offensive/Image_4.png,1,976,976,d021272f4ad2a7848f4a6d35530dd4d4,0
./dataset/anti-vaccine meme offensive/Image_5.png,1,1200,630,9be7e7bcfaccaee8be7716881d22a7a3,0
./dataset/anti-vaccine meme offensive/Image_7.jpg,1,550,545,ba32d5daa02ff078c887bb55e39ace26,0
./dataset/anti-vaccine meme offensive/Image_6.jpg,1,700,717,0e54e6c874b67b92a5f08dbb930906bc,0
./dataset/anti-vaccine meme offensive/Image_20.jpg,1,400,400,5bd76954ebf5c26d49679485c87e9b4b,0
./dataset/anti-vaccine meme offensive/Image_1.webp,1,976,549,be99fea489d1fc4f252e824a9727e7af,0
./dataset/anti-vaccine meme offensive/Image_19.jpg,1,700,654,f5a4cfc565c378fcbf29f8523415df72,0
./dataset/anti-vaccine meme offensive/Image_18.jpg,1,1280,877,270d196ce91f8fa5411262a5ec2a6c87,0
./dataset/controversial figures meme offensive/Image_15.jpg,1,550,331,0762d5c6736e249631871b68ba033d80,0
./dataset/controversial figures meme offensive/Image_16.jpg,1,288,450,8859c9b2045dc68a5e93e7e6d0506221,0
./dataset/controversial figures meme offensive/Image_17.jpg,1,600,399,7829264f6f8047e8f8dd8e9d20b94fc7,0
./dataset/controversial figures meme offensive/Image_11.jpg,1,600,600,07c2ed80b343d12797d387a07b113a37,1
./dataset/controversial figures meme offensive/Image_8.jpg,1,536,589,b3e21c9bb06ae9707dd1c1473a50eaa0,0
./dataset/controversial figures meme offensive/Image_1.jpg,1,720,825,03c323deffb000f0d9d03f2a615e0015,0
./dataset/controversial figures meme offensive/Image_7.jpg,1,700,700,d69737e539d48e84b091e4f25fecd869,1
./dataset/controversial figures meme offensive/Image_20.jpg,1,750,701,03655a450fcebc87b0a9379088b7333d,1
./dataset/controversial figures meme offensive/Image_9.jpeg,1,500,488,9e5cabad3400dcd5cba60dcb87438b49,1
./dataset/controversial figures meme offensive/Image_19.jpg,1,460,560,ae4869f5bf59bc9cbd60083711f9981e,1
./dataset/internet censorship meme offensive/Image_14.jpg,1,413,399,cdb3a9bd8df0e4970f98256f2b7ca413,0
./dataset/internet censorship meme offensive/Image_6.jpeg,1,1125,869,6170215b7ff801e9fcca2c651380dcdc,0
./dataset/internet censorship meme offensive/Image_16.jpg,1,500,334,e5464e5f4bb3da982535eb535aab27e0,0
./dataset/internet censorship meme offensive/Image_17.jpg,1,428,505,202ca495e59e4e0f703d307ebc293071,0
./dataset/internet censorship meme offensive/Image_13.jpg,1,1242,698,121a38936f32aa00dda77db4a04f347e,0
./dataset/internet censorship meme offensive/Image_12.jpg,1,600,440,7eff5851edd53632cc4f9a729f61baf5,0
./dataset/internet censorship meme offensive/Image_15.jpeg,1,1536,1479,51ca01249fc5771c9ab44da401a6ae45,0
./dataset/internet censorship meme offensive/Image_19.jpeg,1,782,1040,f0a1d702887bef4cc3baffbb95cb2357,0
./dataset/internet censorship meme offensive/Image_9.png,1,486,491,d03cae7ce7d81fc3233a8a866a37fff4,0
./dataset/internet censorship meme offensive/Image_4.webp,1,479,684,fb5f357ad0813daed589de4e9ce75b39,0
./dataset/internet censorship meme offensive/Image_2.png,1,996,930,621e21e6848bc10a6c951576ac05fa0f,0
./dataset/internet censorship meme offensive/Image_1.jpg,1,484,648,47704ba9576b74fe20a87d5002125800,0
./dataset/internet censorship meme offensive/Image_3.jpeg,1,801,928,2850a174f476141cfd5c89935c33cf6b,0
./dataset/internet censorship meme offensive/Image_7.png,1,522,199,715513c2487c9c413f7ed5802e68da95,0
./dataset/internet censorship meme offensive/Image_20.jpg,1,725,455,6034d2375440f598b06f74c8ba64d608,0
./dataset/internet censorship meme offensive/Image_8.jpeg,1,618,575,3893604097c05a8ddd51b4f3603db6a0,0
./dataset/internet censorship meme offensive/Image_11.jpeg,1,614,1024,aaa71274352db7a6a50746a4714f9dc5,0
./dataset/internet censorship meme offensive/Image_5.jpeg,1,1080,1566,81fbd2037f36de0ad4755502f258bb54,0
./dataset/internet censorship meme offensive/Image_18.jpg,1,617,767,1ea6b91b8df1881bbb84ca1670f0720a,0
./dataset/hate speech speech meme offensive/Image_15.jpg,1,460,460,6e0300c35782cbeece44dfd61c4374a4,1
./dataset/hate speech speech meme offensive/Image_14.jpg,1,660,803,a0543f80598e1b3aa483ac292339cd85,1
./dataset/hate speech speech meme offensive/Image_13.jpg,1,496,474,72e397e208d58309fe6bc463c842640e,1
./dataset/hate speech speech meme offensive/Image_12.jpg,1,375,322,56473c74f79d9c992689fa50fe51f0eb,0
./dataset/hate speech speech meme offensive/Image_10.jpg,1,658,767,a54e014a925dd706cf006e7b4109ebf6,1
./dataset/hate speech speech meme offensive/Image_11.jpg,1,1408,1264,f339c54105771614103bd6767ef9a8a4,1
./dataset/hate speech speech meme offensive/Image_8.jpg,1,700,961,57281c473a0c106e138d1e0c1c0108e5,1
./dataset/hate speech speech meme offensive/Image_9.jpg,1,992,514,6ff129f1e9b3b76fb9bebde637d62700,1
./dataset/hate speech speech meme offensive/Image_2.jpg,1,550,753,c1e7cf7543765e84d271fa95c24636f7,1
./dataset/hate speech speech meme offensive/Image_3.png,1,1200,600,c2340d6c4a627ceb8babf7ed8e6f4582,1
./dataset/hate speech speech meme offensive/Image_1.jpg,1,320,343,a3eb31d7c0197d903ac368a1614d9d6d,1
./dataset/hate speech speech meme offensive/Image_4.jpg,1,1920,1776,ee0f40b8831dd7ba3a3179cdcb5e852d,1
./dataset/hate speech speech meme offensive/Image_7.jpg,1,909,690,94a9b9fa608c7d41a4b86ddc4654fdb6,1
./dataset/hate speech speech meme offensive/Image_6.png,1,607,607,3179cb88237276947ecd3d4a29e656fc,0
./dataset/hate speech speech meme offensive/Image_20.jpg,1,524,525,b081653a0601dab054611809e507d033,0
./dataset/hate speech speech meme offensive/Image_19.jpg,1,850,1100,e6b628702ec97c827425e75ad37b9fa2,0
./dataset/hate speech speech meme offensive/Image_18.jpg,1,680,438,a90cf381b773bf830d46f2e67c179980,1
./dataset/death cults meme offensive/Image_15.png,1,788,559,80e3ea6a0b2dbecc11f7259280ca5335,0
./dataset/death cults meme offensive/Image_14.jpg,1,781,523,2ed1c3800082566ec6645110070dde87,0
./dataset/death cults meme offensive/Image_16.jpg,1,1200,809,0d90d07d08529a2254ce3cbe33a82558,0
./dataset/death cults meme offensive/Image_17.jpg,1,715,1118,b4da02c1cc5d552030bf632bad010ffd,0
./dataset/death cults meme offensive/Image_13.jpg,1,1320,880,12907b0e9ac8af178ad0ea357e385d20,0
./dataset/death cults meme offensive/Image_10.jpg,1,1084,1236,b81c3ca24615a6535db57f32d29ef189,0
./dataset/death cults meme offensive/Image_11.jpg,1,1080,1080,ed816b6437bba2eecb7b46577a829a87,0
./dataset/death cults meme offensive/Image_8.jpg,1,210,168,c6a903b66c42858ee4f364aeae81b06e,0
./dataset/death cults meme offensive/Image_3.jpg,1,1200,1185,75f999e6dcd843b4c1cf8acb3b7c7a63,0
./dataset/death cults meme offensive/Image_1.jpg,1,750,531,e4748177c91ca2aa680f8d56e97ba191,0
./dataset/death cults meme offensive/Image_4.jpg,1,1189,1200,f53708b9ef23f03eda11bbd5d1d282c4,0
./dataset/death cults meme offensive/Image_5.jpg,1,1024,1024,a953a2ce0fb2345bb7213ae9df95d284,0
./dataset/death cults meme offensive/Image_20.jpg,1,720,765,b7cd15a99a2229e6cf3093c192a0b0e1,0
./dataset/death cults meme offensive/Image_18.png,1,900,900,7c833a43ad3ca074234f5177ee883fa0,0
./dataset/hate groups propaganda meme offensive/Image_14.jpg,1,750,741,34ea6246a0858d53219ad0742b43bc3d,1
./dataset/hate groups propaganda meme offensive/Image_16.jpg,1,563,643,4be0f6b9229084b99fe53646310a1ce3,1
./dataset/hate groups propaganda meme offensive/Image_8.jpg,1,150,150,5b302c369006b46bd9345a397fcfbeaf,1
./dataset/hate groups propaganda meme offensive/Image_9.jpg,1,586,916,671a57eb649125b2b8f986b2a3c6ed23,0
./dataset/hate groups propaganda meme offensive/Image_1.jpg,1,190,193,64e0901be1e28da7738869a22ceeb14c,1
./dataset/hate groups propaganda meme offensive/Image_4.jpg,1,768,432,5a71cffd7ce973b972bd28a430127433,0
./dataset/hate groups propaganda meme offensive/Image_20.jpeg,1,787,671,2cba7042c576204e92f0f856b0bd90b6,1
./dataset/hate groups propaganda meme offensive/Image_7.png,1,1920,1080,e5701a227ac1f616de81874e7cd7ecc8,1
./dataset/hate groups propaganda meme offensive/Image_19.jpg,1,1920,1080,989e88a01111544eb51aab66f50ade35,0
./dataset/hate groups propaganda meme offensive/Image_18.jpg,1,400,600,aea3c8db2a07565c57e6378c0e95d707,1
./dataset/meme trolling/Image_15.png,1,860,743,2a112bef6242b5ecb8f8d6f9a153329e,0
./dataset/meme trolling/Image_14.png,1,1162,688,6b5b384a14eac88ae857fa05ae319d54,0
./dataset/meme trolling/Image_16.png,1,467,700,f76654a8dfbd6f421450c0aa67c11b89,0
./dataset/meme trolling/Image_17.jpg,1,560,1134,b6c83e5c79544c03545d226be9874ebb,0
./dataset/meme trolling/Image_12.jpg,1,475,562,19031b2c0649b76683c8e45f79e0a3e1,0
./dataset/meme trolling/Image_10.jpg,1,1579,1330,b9562bbd4b0ec477dde4f824f81cb9d1,0
./dataset/meme trolling/Image_11.jpg,1,1280,720,c4c3d71e571fe8aff402f14d046be55e,0
./dataset/meme trolling/Image_8.jpg,1,1024,1024,1cf87447941e84549dea5506160e3447,0
./dataset/meme trolling/Image_9.jpg,1,750,739,c3590bafa5c34cfa5b4e14af57400613,0
./dataset/meme trolling/Image_18.gif,1,360,360,ecff327964629e52fa3e9b7a259549f6,0
./dataset/meme trolling/Image_2.jpg,1,1920,1080,652dcfa58feef499051e16bb96a52886,0
./dataset/meme trolling/Image_3.png,1,1327,1080,98abd09c383c16ed0ed3d3c5fcb0423b,0
./dataset/meme trolling/Image_1.jpg,1,1920,1200,9b3513ac8f0439050612a5fcbdfb1d92,0
./dataset/meme trolling/Image_7.jpg,1,1280,720,5c9a07c98f09a198fb68a3b0726b7a78,0
./dataset/meme trolling/Image_6.jpg,1,651,1001,04ec06b57a4be7a323203f04692301f9,0
./dataset/meme trolling/Image_20.png,1,840,859,41b3ff9602f84bdb1c05b792ef05b7ba,0
./dataset/meme trolling/Image_4.jpeg,1,640,945,d5fdf252d6eb42ee0a94da7d92634a1d,0
./dataset/meme trolling/Image_5.jpeg,1,813,1201,484d4f81837624f1a83e5c2616ce82cd,0
./dataset/meme trolling/Image_19.jpg,1,800,825,278848c989e44527143e784922338790,0
./dataset/sexist jokes meme offensive/Image_16.png,1,520,498,df2b80244da549850533cb97630d99b2,0
./dataset/sexist jokes meme offensive/Image_13.jpg,1,236,349,498a1b8657eb6d613917072d8150658e,0
./dataset/sexist jokes meme offensive/Image_17.webp,1,741,600,a02b7840d24f693c79192a6f3ab2952b,0
./dataset/sexist jokes meme offensive/Image_12.jpg,1,545,535,afdd3c72fe204f03204f2d555b45043c,1
./dataset/sexist jokes meme offensive/Image_11.jpg,1,1320,744,287aa34a9ec6b1e6e9babe4a48c65cad,0
./dataset/sexist jokes meme offensive/Image_2.jpg,1,1000,500,d1a9ebdb8dddc8e3fb6f88a1a40325da,0
./dataset/sexist jokes meme offensive/Image_3.jpg,1,240,225,81f376bb9d78f37244c9555330e2a3ea,1
./dataset/sexist jokes meme offensive/Image_5.png,1,1200,727,26c153b5dcca5020b6c7ba4538356b65,0
./dataset/sexist jokes meme offensive/Image_6.jpg,1,615,409,9b22da0c5495809bc957d71e862a6302,0
./dataset/sexist jokes meme offensive/Image_14.webp,1,697,420,422e417d7a257192f313ec39cb4c47f7,0
./dataset/sexist jokes meme offensive/Image_15.webp,1,749,500,7daac7792086e388e4ce6fde8ebcec43,0
./dataset/racism meme offensive/Image_14.jpg,1,600,600,9ed8b2df7d8f5efc8c6227e265ce2c91,1
./dataset/racism meme offensive/Image_13.jpeg,1,1144,1468,70abe2d75aa965b136ba600670ad3e7a,0
./dataset/racism meme offensive/Image_17.jpg,1,600,595,f3f01966954d122ad4894eb664097ad2,1
./dataset/racism meme offensive/Image_12.jpeg,1,650,1134,c37747c10b48f5dc56ef9346684e8651,0
./dataset/racism meme offensive/Image_10.jpg,1,1200,768,ea6ab4535848b923fc676099379f8bc4,1
./dataset/racism meme offensive/Image_11.jpg,1,664,442,081ce0250bb45710bf398646f576d2cb,0
./dataset/racism meme offensive/Image_15.jpeg,1,615,579,bf0325fc3cc03cd8473c7e9ed1851d84,1
./dataset/racism meme offensive/Image_9.jpg,1,1728,900,ce1012955c657dc99605b8f9ba8743e7,1
./dataset/racism meme offensive/Image_2.jpg,1,976,1047,c4d62ffda3b7f6ced9fcd86a7a225fae,1
./dataset/racism meme offensive/Image_3.jpg,1,800,966,2a17581ae7e31b2d373651a896fb685b,1
./dataset/racism meme offensive/Image_1.jpg,1,1024,576,bd25cd97c65f04d145c71dfc66527c0a,1
./dataset/racism meme offensive/Image_4.jpg,1,618,412,88620af32fa66b004cc69be1052413a3,0
./dataset/racism meme offensive/Image_20.jpeg,1,700,876,987bdf1d8b93954f2ba5884ccc1b354e,0
./dataset/racism meme offensive/Image_5.jpg,1,1200,1384,8c57982d6ebdbf5a376d282dbcca11c8,1
./dataset/racism meme offensive/Image_7.jpg,1,636,358,91d0be198e80e49c1a80119990df1bbe,0
./dataset/racism meme offensive/Image_16.jpeg,1,1080,1367,97f7e87f7bb279807ae5028802815976,0
./dataset/racism meme offensive/Image_19.jpg,1,600,327,c1391e86055a738f2c40ef5576536e9e,1
./dataset/racism meme offensive/Image_18.jpg,1,942,598,9e85e797f731b050b9604777d57b6622,0
./dataset/greed meme offensive/Image_15.jpg,1,480,426,2e732cc7d38cfb9eb4e9d7f8ac6dd594,0
./dataset/greed meme offensive/Image_14.jpg,1,463,322,833b32df87e1674a5a180e3f13309b59,0
./dataset/greed meme offensive/Image_16.jpg,1,1000,769,0cee0ceaa55e4b0869dca2371981dfb4,0
./dataset/greed meme offensive/Image_17.jpg,1,466,650,8ae6fc4731f6a123064fb94436b50879,0
./dataset/greed meme offensive/Image_13.jpg,1,500,905,4fd62a809d8550e97d0ab69b09ead9e2,0
./dataset/greed meme offensive/Image_8.jpg,1,150,150,3b6445f001021d490f6b24007877a4d2,0
./dataset/greed meme offensive/Image_5.jpg,1,680,344,899583e6955b1fefad3803f3fe7995e2,0
./dataset/greed meme offensive/Image_7.jpg,1,1080,1356,8c14a1c54c4c61f041304a04e9f16baf,0
./dataset/greed meme offensive/Image_6.jpg,1,700,642,6388473bd7a06b0ce939e62d5cddd841,0
./dataset/greed meme offensive/Image_20.jpg,1,450,459,b0d67712a598edeb9a39d1f4fb0bcda8,0
./dataset/greed meme offensive/Image_4.jpeg,1,912,684,1d50b279611aacbf474137d9b7e0d5d5,0
./dataset/greed meme offensive/Image_19.jpg,1,240,200,d6c0cfb0c597da5d50bcad88c006943e,0
./dataset/misinformation meme offensive/Image_14.jpg,1,500,500,8b64dab400fec02525e73154dd3d4875,0
./dataset/misinformation meme offensive/Image_16.png,1,638,747,8e35a2f88b2789f58255bca602df7456,0
./dataset/misinformation meme offensive/Image_17.jpg,1,727,727,62bc615ebab51f53f4aa8c7634924867,0
./dataset/misinformation meme offensive/Image_13.jpg,1,585,500,d9f270d68894bc4787ce07c5e1732d10,0
./dataset/misinformation meme offensive/Image_12.jpeg,1,1080,1004,4a52d63fd09e8b713f34d9f326ebb4a8,0
./dataset/misinformation meme offensive/Image_10.jpg,1,529,522,1907652708623040bda9102e4c55b067,0
./dataset/misinformation meme offensive/Image_15.jpeg,1,855,1024,b03fba153b4caebfe1e0cf183e0c9d92,0
./dataset/misinformation meme offensive/Image_8.jpg,1,1024,725,b86a368dda34f4754ad3aa9ca9e41210,1
./dataset/misinformation meme offensive/Image_9.jpg,1,1920,1920,b9ec17e93f5f309a6992d0a20a5986c7,0
./dataset/misinformation meme offensive/Image_19.gif,1,546,560,42950ad947f0e45da72a40cbf493833a,0
./dataset/misinformation meme offensive/Image_2.png,1,976,976,6a53fe2ba4a6dabf76d066db83d88f73,1
./dataset/misinformation meme offensive/Image_3.png,1,1200,627,902d9f850a8bfe4fba1c98afae105e06,0
./dataset/misinformation meme offensive/Image_1.jpg,1,1280,720,dbb3367715cfeef15402cf1f6173e69f,1
./dataset/misinformation meme offensive/Image_4.png,1,1280,720,45b9f16cabed48b76d57796ef5d5b429,1
./dataset/misinformation meme offensive/Image_5.jpg,1,500,656,d834ae58ccca64b90f5f0fd399f01348,1
./dataset/misinformation meme offensive/Image_7.jpg,1,1920,1371,2feba036a379285deb4d004f1f8bd490,1
./dataset/misinformation meme offensive/Image_6.png,1,474,288,30608b88b85b8e9ec8fb8774439830c1,0
./dataset/misinformation meme offensive/Image_20.jpg,1,750,706,746a579f5ba4ca4ed75314ae7e2ba767,0
./dataset/misinformation meme offensive/Image_11.jpeg,1,460,397,0245f449795ad4a92e058ae421f00486,0
./dataset/misinformation meme offensive/Image_18.jpg,1,1080,1226,0ae0e742b78b507f13e2d46baafbbebb,0
./dataset/swastika memes/Image_15.jpg,1,723,469,90ca57a1a02f0fb63626856af0f67859,0
